iter	Passed	Remaining
1507	26985	8804
1508	26994	8783
1509	27003	8762
1510	27037	8750
1511	27046	8729
1512	27056	8708
1513	27065	8688
1514	27075	8667
1515	27109	8654
1516	27118	8634
1517	27128	8613
1518	27138	8593
1519	27148	8573
1520	27181	8560
1521	27196	8541
1522	27205	8520
1523	27214	8499
1524	27223	8479
1525	27256	8466
1526	27265	8445
1527	27274	8425
1528	27283	8404
1529	27293	8384
1530	27325	8370
1531	27334	8350
1532	27343	8329
1533	27353	8309
1534	27371	8291
1535	27406	8279
1536	27415	8258
1537	27424	8238
1538	27434	8217
1539	27443	8197
1540	27475	8183
1541	27485	8163
1542	27494	8143
1543	27503	8122
1544	27512	8102
1545	27554	8091
1546	27566	8072
1547	27608	8061
1548	27619	8041
1549	27629	8021
1550	27663	8008
1551	27672	7988
1552	27682	7967
1553	27691	7947
1554	27701	7927
1555	27736	7914
1556	27746	7894
1557	27755	7874
1558	27768	7855
1559	27778	7835
1560	27811	7821
1561	27821	7801
1562	27832	7781
1563	27842	7761
1564	27851	7741
1565	27883	7727
1566	27892	7707
1567	27904	7688
1568	27914	7668
1569	27923	7647
1570	27956	7634
1571	27966	7614
1572	27975	7594
1573	27985	7574
1574	27995	7554
1575	28027	7540
1576	28037	7520
1577	28047	7500
1578	28057	7480
1579	28067	7460
1580	28100	7447
1581	28111	7427
1582	28121	7407
1583	28130	7387
1584	28140	7367
1585	28174	7354
1586	28183	7334
1587	28193	7314
1588	28203	7294
1589	28212	7274
1590	28245	7261
1591	28255	7241
1592	28264	7221
1593	28274	7201
1594	28284	7181
1595	28317	7168
1596	28327	7148
1597	28336	7128
1598	28346	7108
1599	28361	7090
1600	28394	7076
1601	28404	7056
1602	28413	7036
1603	28423	7017
1604	28432	6997
1605	28465	6983
1606	28474	6963
1607	28484	6943
1608	28493	6924
1609	28503	6904
1610	28534	6889
1611	28543	6870
1612	28552	6850
1613	28561	6830
1614	28570	6810
1615	28639	6805
1616	28654	6786
1617	28663	6767
1618	28672	6747
1619	28682	6727
1620	28714	6713
1621	28724	6694
1622	28733	6674
1623	28742	6654
1624	28752	6635
1625	28786	6621
1626	28795	6601
1627	28805	6582
1628	28814	6562
1629	28824	6542
1630	28856	6528
1631	28866	6509
1632	28874	6489
1633	28884	6469
1634	28893	6450
1635	28927	6436
